2G Site ID,Region,Latitude,Longitude,Final DG,Guarded/Unguarded
4567,Central III,30.29871,73.07152,DG,Guarded
N-3766,North I,32.915283,72.395316,Non DG,Un Guarded
N-4548,North I,33.75158,72.72211,Non DG,Un Guarded
N-3114,North II,33.01339869,70.69142985,Non DG,Un Guarded
N-3738,North II,32.84149,69.87422,Non DG,Un Guarded
N-3333,North II,33.09312,71.28712,Non DG,Un Guarded
N-3138,North II,33.78854,71.04562,Non DG,Un Guarded
N-3635,North II,33.1226,71.1286,Non DG,Un Guarded
N-3298,North II,32.79035,70.74843,DG,Un Guarded
N-3702,North II,32.8501,70.6012,Non DG,Un Guarded
N-3719,North II,32.780196,70.878251,Non DG,Un Guarded
7827,Central I,32.48698,73.66294,DG,Un Guarded
N-3707,North II,33.317684,71.131855,Non DG,Un Guarded
7840,Central I,32.31378,73.98994,Non DG,Un Guarded
N-3481,North II,33.538981,71.083243,Non DG,Un Guarded
N-3355,North II,33.823181,71.888226,Non DG,Un Guarded
N-3172,North II,33.52392,71.04731,Non DG,Un Guarded
S-3866,South III,26.35822,65.05074,DG,Guarded
N-3047,North II,33.55248,71.47308,Non DG,Un Guarded
2659,North II,33.6130457175948,71.405034177168,Non DG,Un Guarded
N-3789,North II,34.013,72.124,Non DG,Un Guarded
N-3498,North II,33.55187,71.46119,Non DG,Un Guarded
N-3371,North II,34.78985,71.58528,Non DG,Un Guarded
N-3578,North II,34.33899,72.06382,DG,Un Guarded
N-3690,North II,34.14677,72.48453,Non DG,Un Guarded
N-3207,North II,33.73256,70.80509,Non DG,Un Guarded
N-3629,North II,34.49802,71.74911,Non DG,Un Guarded
2945,North II,35.1719,72.53171,Non DG,Un Guarded
N-3754,North II,33.98763,72.17172,Non DG,Un Guarded
N-3697,North II,34.27724,71.97313,Non DG,Un Guarded
N-3720,North II,33.91319,71.45406,Non DG,Un Guarded
N-3686,North II,34.262076,72.016849,Non DG,Un Guarded
N-3398,North II,33.97732,71.54198,Non DG,Guarded
N-3308,North II,34.46528,72.48951,Non DG,Un Guarded
5452,Central III,28.40688,70.31801,DG,Guarded
S-4334,South I,24.9468,67.096,Non DG,Un Guarded
S-4137,South I,24.9382,67.05976,Non DG,Un Guarded
S-4355,South I,24.91534,67.14695,Non DG,Un Guarded
S-4171,South I,24.87652,67.16901,Non DG,Un Guarded
S-3883,South III,25.67524,66.94453,DG,Guarded
S-4300,South I,24.93978,67.04839,Non DG,Un Guarded
S-4808,South I,25.0018,67.3157,Non DG,Un Guarded
S-4298,South I,24.883205,67.04658,Non DG,Un Guarded
S-4467,South I,24.90873,67.21427,Non DG,Un Guarded
S-4325,South I,24.82196963,67.10264169,Non DG,Un Guarded
S-7175,South I,24.82503,66.99627,Non DG,Un Guarded
S-4012,South III,31.3134,69.7604,DG,Guarded
S-4304,South I,24.905051,67.103635,Non DG,Un Guarded
S-4827,South II,26.4045,68.3128,Non DG,Un Guarded
S-4147,South II,25.42743,68.34558,Non DG,Un Guarded
S-4816,South I,24.73311,67.89305,Non DG,Un Guarded
S-4825,South II,27.2431,68.3497,Non DG,Un Guarded
S-4166,South I,24.91534,67.14244,Non DG,Un Guarded
S-4340,South I,24.9439,67.1353,Non DG,Un Guarded
S-4295,South I,24.93245,67.04041,Non DG,Un Guarded
S-4754,South II,28.00469,69.32803,Non DG,Un Guarded
2014,North I,33.62199,73.064,DG,Guarded
BSC Khanewal,Central III,30.303232,71.921766,DG,Un Guarded
2044,North I,33.6155,73.05936,DG,Un Guarded
S-4824,South II,27.98426,69.29265,Non DG,Un Guarded
S-4752,South II,26.2376,68.3894,Non DG,Un Guarded
S-3891,South III,26.37003,66.70538,DG,Guarded
2235,North I,32.91331,72.7568,Non DG,Un Guarded
S-4761,South II,28.247052,69.187103,Non DG,Un Guarded
S-7525,South III,30.42782,68.06324,Non DG,Guarded
S-4826,South II,27.2529,68.4788,Non DG,Un Guarded
S-4822,South II,25.443,68.281,Non DG,Un Guarded
S-3516,South III,31.17154,67.78554,DG,Guarded
S-4823,South II,27.515665,68.765964,Non DG,Un Guarded
S-4803,South II,27.501,67.909,DG,Un Guarded
S-4786,South II,25.7652,68.6684,Non DG,Un Guarded
S-4072,South III,25.97226,62.891,Non DG,Guarded
S-4782,South III,25.08347,61.773,Non DG,Un Guarded
S-4445,South II,26.046969,68.951225,Non DG,Un Guarded
S-4606,South II,27.94433343,68.63748416,Non DG,Un Guarded
S-4396,South II,28.632924,69.179276,Non DG,Un Guarded
S-4045,South III,31.3678,69.7664,DG,Guarded
S-4092,South III,27.7013,66.8663,Non DG,Guarded
S-3906,South III,26.29689,66.7568,DG,Guarded
S-3475,South III,28.56146,65.41929,Non DG,Un Guarded
S-4707,South III,30.12187,66.98263,Non DG,Un Guarded
S-7532,South III,30.46976,68.19517,DG,Un Guarded
S-7285,South III,25.10909,62.32937,Non DG,Un Guarded
S-4745,South III,28.46277,66.8314,DG,Un Guarded
S-4580,South III,26.95734,64.06319,Non DG,Un Guarded
S-4413,South III,28.60605,65.41696,Non DG,Un Guarded
S-3460,South III,29.58449,65.98299,Non DG,Un Guarded
S-4095,South III,25.95495,62.86118,Non DG,Guarded
S-4737,South III,25.4511,66.5642,Non DG,Un Guarded
S-3459,South III,29.5505,67.08128,DG,Un Guarded
4465,Central III,30.30894,71.94571,Non DG,Un Guarded
S-4682,South III,30.17868,66.96949,Non DG,Un Guarded
S-4316,South III,30.3639,68.588,Non DG,Un Guarded
S-3918,South III,25.45552,66.8604,DG,Guarded
S-4799,South III,29.5641,65.9818,Non DG,Un Guarded
4924,Central III,30.64884,70.71338,DG,Guarded
S-3922,South III,26.23631,66.79806,DG,Guarded
1999,South III,30.28269,67.01811,Non DG,Guarded
8043,North I,33.61052,73.04437,DG,Guarded
S-3091,South III,29.59273,66.00933,Non DG,Un Guarded
S-3733,South III,26.64406,66.91093,DG,Guarded
N-4414,North I,33.00145,72.93673,Non DG,Un Guarded
S-3759,South III,26.9948,66.9004,DG,Guarded
N-5991,North II,33.018446,70.824408,DG,Guarded
4970,Central III,30.05969,70.64807,DG,Guarded
6353,South I,24.91867,66.97559,Non DG,Guarded
S-3105,South I,24.96305,67.0511,Non DG,Un Guarded
2939,North II,33.92782,72.04101,DG,Guarded
S-3706,South III,26.67358,66.73193,DG,Guarded
9838,South I,24.90848,67.22156,Non DG,Un Guarded
N-4211,North II,33.93187,71.51789,DG,Guarded
1541,South II,26.66907,68.00476,DG,Guarded
S-3686,South III,26.7313,66.5984,DG,Guarded
S-3691,South III,27.61522,66.55016,DG,Guarded
9300,South I,24.86206,67.03037,DG,Guarded
HBWNBSC01,Central III,29.9997127,73.2578294,DG,Un Guarded
4121,Central III,30.21989,71.49299,DG,Guarded
HSKTBSC04,Central I,32.5194009,74.5404915,Non DG,Un Guarded
S-7322,South III,27.80987,66.61292,Non DG,Un Guarded
4717,Central II,32.07688,72.6825,Non DG,Un Guarded
6513,South II,27.6971,68.877,Non DG,Guarded
3560,Central I,31.12585,74.44535,DG,Guarded
N-4781,North II,33.55215,71.1231,DG,Guarded
6689,North II,34.48946,71.85399,Non DG,Un Guarded
4521,Central II,30.64964,73.10763,DG,Guarded
2219,North I,32.67002,73.32821,DG,Guarded
3721,Central I,32.73847,74.10277,DG,Guarded
4450,Central III,29.13995,71.26265,DG,Guarded
6120,South II,27.55322,68.2152,Non DG,Un Guarded
CII-2788,Central III,29.62032,70.58015,Non DG,Un Guarded
CI-1671,Central I,31.69316,73.97414,Non DG,Un Guarded
S-3822,South III,30.979,67.71,DG,Guarded
N-5567,North II,33.81319,70.80831,Non DG,Un Guarded
6394,South I,24.83486,67.24152,DG,Guarded
8605,North I,33.74979,72.81079,DG,Guarded
3375,Central I,31.42778,74.27421,Non DG,Un Guarded
9442,South I,24.83383,67.0726,DG,Guarded
1545,South II,27.41321,68.17795,DG,Guarded
1549,South II,27.84402,67.9018,DG,Guarded
7542,Central I,31.58142,74.32384,Non DG,Un Guarded
N-3272,North I,33.63835,73.11537,Non DG,Un Guarded
3996,Central I,32.24835,73.96809,DG,Un Guarded
5630,Central III,29.00083,70.39143,DG,Guarded
5175,Central II,32.7889,71.5803,Non DG,Un Guarded
9728,South II,28.54096,68.21957,Non DG,Un Guarded
3437,Central I,32.5334,74.5636,DG,Un Guarded
2492,North I,33.59837,72.75973,DG,Guarded
7089,Central I,31.50644,74.2733,Non DG,Un Guarded
2648,North I,32.7068,72.36398,DG,Guarded
9877,South II,24.64094,69.11571,DG,Guarded
7758,Central I,32.5183,74.5014,DG,Un Guarded
CI-1342,Central I,32.47512,74.63843,DG,Guarded
7154,Central I,31.44776,74.39835,DG,Guarded
5107,Central III,31.07506,70.66796,Non DG,Un Guarded
5609,Central III,29.8429,70.4879,Non DG,Un Guarded
7171,Central I,31.27085,74.10491,DG,Guarded
CI-1365,Central I,31.53485,74.347,Non DG,Un Guarded
3078,Central I,31.56027,74.29024,Non DG,Un Guarded
5419,Central II,32.08344,72.27422,DG,Guarded
4839,Central III,29.5801,70.53731,DG,Guarded
S-3528,South III,30.08894,69.72525,DG,Guarded
7197,Central I,31.5887,74.36257,Non DG,Guarded
PTCL PURAN,North II,34.755517,72.675718,Non DG,Un Guarded
S-3232,South I,25.03867,66.87553,DG,Guarded
4733,Central II,31.64367,72.97109,DG,Guarded
S-4450,South II,26.24452,68.39131,Non DG,Un Guarded
2229,North I,32.92261,72.94412,DG,Guarded
PTCL Shelbandi,North II,34.511159,72.544575,Non DG,Un Guarded
7681,Central I,31.46283,74.0139,DG,Guarded
N-4751,North I,33.14725,72.90343,Non DG,Guarded
3924,Central I,32.11524,74.17149,Non DG,Un Guarded
9936,South II,26.03175,68.80321,Non DG,Un Guarded
9055,South I,24.81632,67.04135,Non DG,Un Guarded
3354,Central I,32.34622,74.38949,Non DG,Un Guarded
3270,Central I,31.19874,73.90657,Non DG,Un Guarded
4265,Central III,29.88607,72.56919,Non DG,Un Guarded
2277,North I,32.92841,72.36469,Non DG,Un Guarded
4874,Central III,29.38054,70.91263,Non DG,Un Guarded
2839,North I,34.01941,72.90877,Non DG,Un Guarded
9012,South I,24.91595,67.09997,DG,Guarded
1389,South III,30.18501,67.01435,Non DG,Guarded
S-3799,South III,30.09089,66.9397,Non DG,Un Guarded
9281,South I,24.83283,67.1132,DG,Guarded
7274,Central I,31.49475,74.39887,Non DG,Un Guarded
3530,Central I,32.52806,74.36772,DG,Un Guarded
4524,Central II,30.66911,73.1286,DG,Un Guarded
7051,Central I,31.46807,74.243,Non DG,Guarded
4513,Central II,30.81069,73.43056,DG,Un Guarded
S-3688,South III,27.47117,66.47544,DG,Guarded
S-3559,South III,30.61435,67.97738,DG,Guarded
4025,Central II,31.52337,73.0674,DG,Guarded
5235,Central III,29.7061772,72.7681985,DG,Guarded
6467,South I,24.94766,66.93731,Non DG,Un Guarded
5768,Central II,31.05894,73.1842,Non DG,Un Guarded
N-4695,North I,32.809842,72.10161,Non DG,Un Guarded
4416,Central III,30.44859,72.7618,DG,Un Guarded
1666,South III,30.04238,69.92547,DG,Guarded
7291,Central I,31.62218,74.26941,DG,Un Guarded
3G-CI-1001,Central I,32.7869,73.88496,Non DG,Un Guarded
7187,Central I,31.51148,74.26308,DG,Guarded
S-3669,South I,24.909933,67.015901,DG,Guarded
9305,South I,24.86196,67.01707,DG,Un Guarded
9464,South I,24.9429,67.03758,Non DG,Un Guarded
6023,South I,24.91862,67.10276,Non DG,Un Guarded
8058,North I,33.69237,73.04917,DG,Un Guarded
CII-2571,Central II,31.7516,72.90663,Non DG,Guarded
3903,Central I,32.11518,74.19652,DG,Un Guarded
5184,Central II,31.64045,71.00879,Non DG,Un Guarded
1536,South II,27.52293,68.73554,Non DG,Un Guarded
4857,Central III,28.720556,70.595572,Non DG,Un Guarded
8202,North I,33.55854,73.13322,Non DG,Un Guarded
4549,Central III,30.53648,72.38531,DG,Guarded
4289,Central III,29.98989,70.30759,DG,Guarded
2213,North I,32.65974,73.40295,DG,Un Guarded
6048,South I,24.90407,67.04258,Non DG,Un Guarded
CII-2787,Central III,29.65906,70.60812,Non DG,Un Guarded
5342,Central II,30.86675,72.275,DG,Un Guarded
7992,Central I,31.4353,74.35309,Non DG,Un Guarded
5106,Central II,31.56446,71.15783,DG,Guarded
3462,Central I,32.36959,74.94429,DG,Guarded
S-3765,South III,27.3042,66.4705,DG,Guarded
N-4554,North II,33.9925,72.19132,Non DG,Un Guarded
7957,Central I,30.97037,73.8149,Non DG,Guarded
3G-CII-3226,Central III,29.3943,71.6687,Non DG,Un Guarded
8077,North I,33.5318,73.05977,DG,Un Guarded
S-3643,South III,28.859423,66.75203,DG,Guarded
1945,South II,28.11945,68.81668,DG,Guarded
1163,South II,25.36369,68.34657,Non DG,Un Guarded
6001,South I,24.894152,67.017861,Non DG,Un Guarded
8603,North I,33.738455,72.791029,Non DG,Un Guarded
2864,North I,34.3251,73.19884,Non DG,Guarded
7489,Central I,31.5774,74.31589,Non DG,Un Guarded
5304,Central III,30.16245,73.57196,Non DG,Un Guarded
6066,South I,24.86091,67.08494,Non DG,Un Guarded
2252,North I,32.93113,72.84863,Non DG,Un Guarded
6026,South I,24.84428,67.16992,DG,Guarded
CI-1023,Central I,32.19189,74.19015,Non DG,Un Guarded
S-3610,South III,29.9684,68.0946,DG,Guarded
S-3723,South III,28.0866,66.4915,DG,Guarded
8114,North I,33.66869,73.01234,DG,Guarded
1417,South III,30.19554,67.01612,DG,Guarded
4327,Central II,31.91461,70.74826,DG,Guarded
5655,Central III,30.10208,70.62791,DG,Guarded
CII-2156,Central III,30.23454,72.47307,Non DG,Guarded
3401,Central I,32.50352,74.55961,DG,Guarded
S-3263,South I,24.74357,67.88196,Non DG,Un Guarded
6149,South I,24.92184,67.11577,Non DG,Un Guarded
3423,Central I,32.49389,74.52039,DG,Un Guarded
6648,North II,33.56646,71.48251,Non DG,Un Guarded
3379,Central I,31.57032,74.41002,Non DG,Un Guarded
4398,Central III,29.31368,71.71304,DG,Guarded
1463,South III,25.24571,62.42533,DG,Guarded
5365,Central II,31.39892,72.41428,Non DG,Guarded
N-5835,North I,33.59461,73.1336,Non DG,Un Guarded
S-7376,South I,25.06029,67.31042,Non DG,Un Guarded
N-5923,North I,33.5988,73.0082,Non DG,Un Guarded
1260,South II,27.559439,68.215831,Non DG,Guarded
3504,Central I,31.70668,73.99181,Non DG,Un Guarded
N-5856,North I,33.58921,73.10679,Non DG,Un Guarded
N-5910,North I,33.5755,73.0476,Non DG,Un Guarded
N-5870,North I,33.6152,73.0767,Non DG,Un Guarded
N-5828,North I,33.6416,73.0353,Non DG,Un Guarded
2383,North II,34.40553,72.55468,DG,Guarded
3522,Central I,31.0171,73.84717,DG,Guarded
CII-2276,Central III,30.28771,71.92649,Non DG,Un Guarded
1516,South III,30.2978,66.92,Non DG,Un Guarded
7447,Central I,31.56211,74.32186,Non DG,Un Guarded
N-5877,North I,33.6346,73.0593,Non DG,Un Guarded
6466,South I,24.97227,67.07145,Non DG,Un Guarded
N-5839,North I,33.6255,73.1028,Non DG,Un Guarded
N-5861,North I,33.63313,73.08007,Non DG,Un Guarded
N-5932,North I,33.65271,73.18055,Non DG,Un Guarded
N-5824,North I,33.65957,73.08423,Non DG,Un Guarded
8381,North I,33.63047,73.00907,Non DG,Un Guarded
N-5842,North I,33.5858,73.0373,Non DG,Un Guarded
6393,South I,24.89124,66.98129,Non DG,Un Guarded
N-5880,North I,33.6422,73.0534,Non DG,Un Guarded
N-5855,North I,33.583,73.02122,Non DG,Un Guarded
N-5898,North I,33.69334,73.04523,Non DG,Un Guarded
N-5908,North I,33.56899,73.15118,Non DG,Un Guarded
N-5931,North I,33.65443,72.89828,Non DG,Un Guarded
N-5935,North I,33.58439,73.39189,Non DG,Un Guarded
S-7375,South I,25.03024,67.30803,Non DG,Un Guarded
S-7404,South I,25.0157,67.1287,Non DG,Un Guarded
N-5857,North I,33.59432,72.98241,Non DG,Un Guarded
N-5845,North I,33.6067,73.0705,Non DG,Un Guarded
6128,South II,27.96459,68.63851,Non DG,Guarded
N-5795,North I,33.61108,72.97082,Non DG,Un Guarded
N-5864,North I,33.4941,73.1002,Non DG,Un Guarded
6892,Central III,30.05552,70.63819,Non DG,Un Guarded
N-5818,North I,33.59648,73.05111,Non DG,Un Guarded
S-7427,South III,30.2675,67.01924,Non DG,Un Guarded
S-7430,South III,30.1441,66.9916,Non DG,Un Guarded
N-5968,North I,33.5747,73.1412,Non DG,Un Guarded
S-7423,South III,30.2821,66.9583,Non DG,Un Guarded
5495,Central II,32.2798,71.36858,DG,Un Guarded
S-4152,South III,30.24303,66.928069,Non DG,Un Guarded
N-5969,North I,33.6305,73.0619,Non DG,Un Guarded
5292,Central III,30.1215,72.82488,DG,Guarded
1491,South III,29.898497,69.526837,DG,Guarded
7719,Central I,32.012031,74.535587,Non DG,Un Guarded
N-5862,North I,33.5874,73.0181,Non DG,Un Guarded
N-5966,North I,33.64371,73.16974,Non DG,Un Guarded
N-5971,North I,33.6834,73.1659,Non DG,Un Guarded
S-7425,South III,30.1796,66.9868,Non DG,Un Guarded
N-5964,North I,33.59775,73.03381,Non DG,Un Guarded
S-3186,South II,25.38758,68.33125,Non DG,Un Guarded
9234,South I,24.96262,67.05955,Non DG,Un Guarded
CI-1797,Central I,31.46255,74.22552,Non DG,Un Guarded
N-5949,North I,34.09005,73.16266,Non DG,Un Guarded
S-7419,South III,30.335315,66.936761,Non DG,Un Guarded
CII-2277,Central III,28.65414,70.66127,Non DG,Un Guarded
6759,South I,25.00145,67.0348,Non DG,Un Guarded
5166,Central II,32.38252,72.13478,DG,Un Guarded
S-7615,South III,29.86272,66.79102,DG,Un Guarded
S-7602,South III,30.0091,66.90934,DG,Un Guarded
S-7557,South III,29.41242,67.607,Non DG,Un Guarded
S-7552,South III,28.77653,67.47396,Non DG,Un Guarded
S-7583,South III,28.81961,67.57291,Non DG,Un Guarded
S-7577,South III,28.72166,67.5433,Non DG,Un Guarded
CI-1348,Central I,32.52235,74.08965,DG,Guarded
7766,Central I,32.48122,74.51097,DG,Guarded
3467,Central I,32.17739,74.50875,DG,Guarded
3G-N-2127,North I,33.8234,72.6771,Non DG,Un Guarded
2622,North I,34.14911,73.48458,DG,Guarded
S-3193,South II,25.50795,69.0239,DG,Un Guarded
2123,North II,33.99284,71.55669,DG,Guarded
3417,Central I,32.5187,74.5229,DG,Guarded
S-3699,South III,25.9414,66.946,DG,Guarded
4950,Central III,29.40842,70.3521,DG,Un Guarded
CII-2758,Central II,31.7627,72.9041,Non DG,Un Guarded
S-7437,South III,26.00043,63.0159,Non DG,Un Guarded
S-7740,South III,26.005,63.0533,Non DG,Un Guarded
S-7593,South III,29.82146,66.3417,DG,Un Guarded
S-7745,South III,29.8991,67.1294,Non DG,Un Guarded
S-7555,South III,28.9602,67.4458,Non DG,Un Guarded
CII-2013,Central II,31.45102,73.1299,Non DG,Guarded
S-7646,South III,30.1865,67.006961,Non DG,Un Guarded
S-7652,South III,30.1645,66.98026,Non DG,Un Guarded
S-7654,South III,30.209,66.9977,Non DG,Un Guarded
S-7645,South III,30.1877,66.98794,Non DG,Un Guarded
S-7651,South III,30.1919,66.992241,Non DG,Un Guarded
8210,North I,33.64717,73.0477,DG,Guarded
S-7450,South III,30.3853,68.572761,Non DG,Un Guarded
6650,North II,34.19095,72.02375,DG,Guarded
S-7755,South III,30.1377,66.9452,Non DG,Un Guarded
S-7644,South III,30.1814,67.0027,Non DG,Un Guarded
S-7451,South III,30.374,68.581069,Non DG,Un Guarded
S-7643,South III,30.2027,66.965371,Non DG,Un Guarded
S-7751,South III,30.5878,67.0787,Non DG,Un Guarded
S-7754,South III,30.2352,66.9773,Non DG,Un Guarded
9301,South I,24.85826,67.03281,Non DG,Un Guarded
S-7738,South III,30.2276,66.992685,Non DG,Un Guarded
S-4778,South I,24.83927,67.11294,Non DG,Un Guarded
S-7815,South III,30.1602,67.03184,Non DG,Un Guarded
S-7786,South III,30.6905,66.7403,Non DG,Un Guarded
S-7647,South III,30.1647,67.00584,Non DG,Un Guarded
S-7816,South III,30.1297,67.004,Non DG,Un Guarded
S-7590,South III,30.47289,67.50237,Non DG,Un Guarded
S-3671,South III,31.64869,69.25475,Non DG,Guarded
S-7578,South III,29.2754,68.242,Non DG,Un Guarded
S-7592,South III,29.64804,66.38602,DG,Un Guarded
3G-N-1669,North I,33.916206,73.414116,Non DG,Un Guarded
3529,Central I,31.17359,73.81444,DG,Guarded
S-7612,South III,29.59233,66.46234,DG,Un Guarded
S-7757,South III,30.15057,66.98442,Non DG,Un Guarded
S-7758,South III,30.08356,66.96335,Non DG,Un Guarded
3964,Central I,31.58771,74.37427,DG,Guarded
S-7459,South III,30.24498,66.91328,Non DG,Un Guarded
5530,Central II,30.90606,72.52015,DG,Guarded
8249,North I,33.62744,73.08547,Non DG,Un Guarded
5176,Central II,32.42345,71.89301,Non DG,Guarded
S-4065,South III,29.43377,67.95954,Non DG,Guarded
2283,North I,32.73073,72.99137,Non DG,Un Guarded
N-4124,North I,33.55419,72.75182,DG,Guarded
9528,South I,24.94775,66.96939,DG,Guarded
4283,Central III,30.70402,70.64727,DG,Guarded
N-3335,North II,33.53651,71.49928,Non DG,Un Guarded
CI-1386,Central I,31.264183,74.07584,Non DG,Un Guarded
S-3933,South III,30.688,69.3699,DG,Guarded
CI-1123,Central I,31.36524,74.24378,Non DG,Un Guarded
S-3539,South III,29.83762,69.55014,DG,Guarded
7257,Central I,31.56606,74.28216,DG,Guarded
3089,Central I,31.50701,74.37623,Non DG,Un Guarded
1418,South III,30.19769,66.96024,Non DG,Guarded
1456,South III,27.82668,66.600363,DG,Guarded
CII-2025,Central III,30.20686,71.49569,Non DG,Guarded
N-4201,North II,34.36565,71.34413,Non DG,Un Guarded
S-3387,South III,30.19232,66.98456,Non DG,Guarded
2015,North I,33.72728,73.0477,DG,Un Guarded
1103,South II,25.395916667,68.367722222,DG,Guarded
3759,Central I,32.35916,74.29858,DG,Guarded
9665,South I,24.86467,67.02359,Non DG,Un Guarded
3711,Central I,32.4566,74.20557,DG,Un Guarded
1949,South II,28.07041,68.5969,DG,Guarded
9029,South I,24.86032,67.0464,DG,Guarded
2168,North II,33.96222,71.72908,DG,Guarded
2668,Central II,32.11995,70.27314,DG,Un Guarded
3992,Central I,32.334353,73.863118,Non DG,Un Guarded
4167,Central III,30.06982,71.20874,Non DG,Un Guarded
N-4056,North I,33.71181,73.16333,Non DG,Guarded
S-3198,South II,27.75216,68.44996,Non DG,Un Guarded
6181,South I,24.90944,67.12542,Non DG,Un Guarded
5690,Central II,31.72025,72.9791,Non DG,Un Guarded
3314,Central I,32.18636,74.17171,DG,Guarded
5869,Central III,30.02422,70.6286,DG,Un Guarded
N-4613,North II,32.44352,70.76289,Non DG,Un Guarded
CI-1312,Central I,31.27635,73.97645,DG,Un Guarded
3534,Central I,31.9194,74.49013,Non DG,Un Guarded
N-4278,North II,34.61192,72.46296,Non DG,Un Guarded
6410,South I,24.95543,66.99351,Non DG,Un Guarded
6359,South I,24.8165,67.13425,Non DG,Un Guarded
CII-2757,Central II,31.8414,70.9053,DG,Un Guarded
N-5911,North II,34.06872,71.50474,DG,Guarded
N-5833,North II,34.2205,71.5525,DG,Guarded
7112,Central I,31.50215,74.47763,DG,Guarded
N-5887,North II,33.98109,71.56376,DG,Un Guarded
3744,Central I,31.9677,74.22299,Non DG,Un Guarded
N-5791,North II,33.50008,71.49503,Non DG,Un Guarded
N-5928,North II,33.4105,70.6425,Non DG,Un Guarded
3000,Central I,31.56608,74.31602,DG,Un Guarded
1466,South III,29.53666,67.87439,DG,Guarded
